Date,Open,High,Low,Close,Adj Close,Volume
2019-11-15,1340.091797,1359.429932,1337.805908,1344.846313,1321.234619,7845802
2019-11-18,1346.492065,1358.698364,1330.719849,1334.194336,1310.769531,7038025
2019-11-19,1341.326050,1385.122681,1339.497437,1380.413818,1356.177612,15088127
2019-11-20,1421.833130,1437.696777,1410.998291,1415.067017,1390.222412,21769060
2019-11-21,1412.644043,1422.701660,1397.603271,1405.877930,1381.194580,7448685
2019-11-22,1409.992432,1435.045166,1405.877930,1414.015503,1389.189331,11176432
2019-11-25,1418.267212,1430.747803,1418.130005,1427.776245,1402.708496,7573078
2019-11-26,1433.765137,1441.308350,1422.701660,1426.587646,1401.540649,17665491
2019-11-27,1426.313354,1440.531250,1422.793091,1435.365234,1410.164185,4821369
2019-11-28,1437.925293,1448.440186,1429.970703,1444.920044,1419.551147,6873739
2019-11-29,1446.428589,1446.428589,1415.249878,1418.267212,1393.366455,9279797
2019-12-02,1462.932373,1476.144409,1441.902710,1450.588867,1425.120605,15612682
2019-12-03,1456.303467,1457.446289,1437.879639,1443.639893,1418.293457,6495213
2019-12-04,1438.245361,1442.359863,1402.357788,1419.684448,1394.758789,10493803
2019-12-05,1439.159668,1444.417114,1411.729736,1417.992920,1393.096802,9971230
2019-12-06,1419.958740,1433.673706,1409.078125,1421.695923,1396.734985,6542617
2019-12-09,1422.838867,1442.268433,1414.015503,1437.879639,1412.634521,6321338
2019-12-10,1437.376709,1438.793945,1421.010132,1428.141968,1403.067749,5086666
2019-12-11,1422.335938,1439.616821,1417.764282,1428.553467,1403.472168,6182320
2019-12-12,1435.730957,1439.022583,1423.296021,1433.856567,1408.682129,5163303
2019-12-13,1444.645630,1453.789063,1437.696777,1447.297241,1421.886719,6334151
2019-12-16,1455.617676,1457.354858,1430.336426,1432.393677,1407.244995,5946359
2019-12-17,1432.530762,1443.731323,1422.290283,1428.827759,1403.741577,10162300
2019-12-18,1429.102051,1444.645630,1428.187744,1440.851196,1415.553955,7371038
2019-12-19,1438.885376,1476.555908,1437.148193,1472.029907,1446.185181,10253908
2019-12-20,1476.647339,1478.978882,1459.366455,1462.109497,1436.438843,10635755
2019-12-23,1426.450439,1442.405518,1424.347534,1436.782471,1411.556519,12553886
2019-12-24,1434.496582,1437.376709,1410.358154,1413.969849,1389.144531,9024224
2019-12-26,1409.581055,1419.912964,1380.779541,1385.579834,1361.252930,14880509
2019-12-27,1396.186035,1413.741211,1390.974365,1410.221069,1385.461304,8838785
2019-12-30,1413.512695,1415.067017,1397.146118,1411.912598,1387.123169,8561874
2019-12-31,1409.901001,1411.455444,1378.859497,1384.345459,1360.040283,11101502
2020-01-01,1387.957031,1396.277466,1376.527954,1380.276611,1356.042725,7002234
2020-01-02,1382.471069,1408.941040,1382.471069,1403.775024,1379.128662,8855158
2020-01-03,1401.671997,1409.581055,1392.528687,1405.466553,1380.790527,10492349
2020-01-06,1389.785767,1397.008911,1369.670410,1372.870605,1348.766968,12259588
2020-01-07,1388.871338,1403.043579,1383.842529,1393.991699,1369.517090,8341811
2020-01-08,1385.214111,1402.997803,1380.642456,1383.522583,1359.231934,8023951
2020-01-09,1406.792358,1417.215698,1400.072021,1415.387085,1390.536865,7491371
2020-01-10,1418.952881,1424.484619,1407.752319,1415.067017,1390.222412,6239179
2020-01-13,1412.689819,1425.170410,1406.609497,1411.455444,1386.674194,9141191
2020-01-14,1408.072388,1417.215698,1391.477295,1398.380493,1373.828735,7908267
2020-01-15,1404.277954,1407.980957,1388.185669,1393.305908,1368.843262,7908929
2020-01-16,1398.014771,1411.135376,1397.100342,1406.152222,1381.464111,6423987
2020-01-17,1420.415894,1449.171631,1420.141602,1445.560059,1420.180054,14731735
2020-01-20,1471.161377,1471.161377,1395.637451,1401.077759,1376.478638,16272925
2020-01-21,1397.649048,1413.421265,1391.614380,1402.494995,1377.871094,9461360
2020-01-22,1411.729736,1414.244141,1399.934814,1401.992065,1377.377075,5161408
2020-01-23,1404.872192,1409.855347,1390.425781,1396.048950,1371.538086,5623869
2020-01-24,1396.186035,1404.735107,1388.459961,1391.203003,1366.777344,7314222
2020-01-27,1385.122681,1393.854492,1376.070679,1377.487915,1353.303101,6693875
2020-01-28,1379.362305,1380.642456,1338.217407,1345.669189,1322.042969,12266118
2020-01-29,1347.772095,1366.378784,1338.628784,1353.075317,1329.318970,12373282
2020-01-30,1352.298096,1352.938110,1316.639160,1320.067871,1296.891113,11201344
2020-01-31,1328.525391,1328.754028,1286.649048,1290.717773,1268.056274,17375155
2020-02-03,1252.544434,1280.020142,1246.281250,1266.807983,1244.566406,15356145
2020-02-04,1280.065796,1309.781616,1278.054321,1304.204224,1281.306030,12691950
2020-02-05,1311.975952,1328.342529,1307.770142,1324.410889,1301.157959,9236050
2020-02-06,1329.531250,1341.326050,1316.730591,1332.914185,1309.511841,7769288
2020-02-07,1326.696777,1327.931152,1305.941406,1310.833130,1287.818481,6104606
2020-02-10,1305.667114,1321.667969,1289.620605,1312.616089,1289.570068,7571238
2020-02-11,1323.405151,1340.594604,1321.256470,1328.296875,1304.975586,6999908
2020-02-12,1331.405640,1348.503662,1330.354126,1344.343384,1320.740479,6766782
2020-02-13,1351.155151,1351.155151,1337.302979,1347.863525,1324.198975,6782829
2020-02-14,1350.697998,1372.824829,1328.616821,1360.161377,1336.280640,10613920
2020-02-17,1361.441406,1377.122192,1348.000732,1351.612305,1327.881714,6574565
2020-02-18,1349.463623,1349.463623,1332.548462,1341.691772,1318.135254,5563580
2020-02-19,1352.618042,1377.396484,1348.732178,1374.973511,1350.832764,7042204
2020-02-20,1368.756104,1378.813721,1356.686890,1358.652710,1334.798584,8446134
2020-02-24,1343.840454,1350.469360,1316.227661,1321.165039,1297.968994,10685107
2020-02-25,1327.062500,1327.062500,1289.209106,1295.060913,1272.323242,13872531
2020-02-26,1289.209106,1291.357788,1268.499512,1272.751099,1250.405151,14681374
2020-02-27,1269.093750,1274.396973,1251.721436,1267.493774,1245.240112,12527496
2020-02-28,1238.829346,1240.749512,1211.490845,1214.828125,1193.499146,19657884
2020-03-02,1239.012207,1251.721436,1189.638306,1203.399048,1182.270874,14750247
2020-03-03,1215.788208,1237.915039,1208.747803,1227.811646,1206.254639,13699399
2020-03-04,1236.177856,1237.823608,1195.855713,1224.931519,1203.425293,11052630
2020-03-05,1236.360718,1241.618164,1194.118530,1198.827393,1177.779297,15255195
2020-03-06,1161.202515,1177.797729,1134.778320,1162.116821,1141.713257,16867019
2020-03-09,1133.818237,1134.686890,1001.194336,1018.703796,1000.818176,44093509
2020-03-11,1013.080627,1077.495361,1013.080627,1054.728516,1036.210449,29789288
2020-03-12,992.051025,1006.680298,958.860718,971.935669,954.871094,27985242
2020-03-13,912.504028,1042.339355,861.667175,1010.611938,992.868408,36648701
2020-03-16,969.695557,987.205017,918.904358,928.687744,912.382568,19241129
2020-03-17,957.534912,969.192688,917.258606,921.647400,905.465820,22722989
2020-03-18,937.465332,947.157288,878.673767,885.531250,869.983765,22365207
2020-03-19,841.277527,884.159729,815.767639,839.083130,824.351135,30702005
2020-03-20,859.015564,946.242920,850.329407,930.744995,914.403687,31680237
2020-03-23,837.711609,868.616089,800.635437,808.315857,794.124023,20335474
2020-03-24,850.329407,886.902710,819.059265,862.581482,847.437012,22867443
2020-03-25,881.233887,1052.899780,880.731018,989.536560,972.163025,36565149
2020-03-26,1001.925781,1021.218201,953.054688,974.861511,957.745605,22872244
2020-03-27,1001.194336,1012.440613,956.574890,974.312927,957.206665,20828970
2020-03-30,951.454651,982.724792,932.619385,942.174133,925.632141,15114933
2020-03-31,981.947632,1033.013062,958.220703,1018.338074,1000.458862,22146405
2020-04-01,1026.109863,1028.258545,955.660583,987.890808,970.546204,20798729
2020-04-03,1037.264771,1037.264771,965.809631,985.147766,967.851318,20683903
2020-04-07,1007.686096,1109.999878,1005.765991,1102.776733,1083.415039,27186812
2020-04-08,1078.912598,1123.714966,1060.625977,1090.021729,1070.884033,24940165
2020-04-09,1109.999878,1127.189331,1090.798950,1115.440186,1095.856201,16516428
2020-04-13,1100.810913,1110.914307,1078.912598,1087.278809,1068.189209,11836892
2020-04-15,1094.501953,1130.115234,1045.082275,1051.345459,1032.886719,17660921
2020-04-16,1051.345459,1085.724365,1046.911011,1067.986328,1049.235474,18727853
2020-04-17,1111.828613,1124.629272,1090.478882,1119.143188,1099.494141,16634667
2020-04-20,1120.971924,1149.316162,1099.027954,1137.247070,1117.280273,18015466
2020-04-21,1106.342529,1144.744507,1064.283325,1131.349609,1111.486206,30685814
2020-04-22,1206.919189,1266.259399,1188.632568,1246.784058,1224.894043,71341683
2020-04-23,1250.212891,1267.128052,1237.366455,1253.458740,1231.451416,32732251
2020-04-24,1234.486328,1366.881714,1231.789063,1295.609497,1272.862183,67493154
2020-04-27,1311.153076,1348.640747,1301.095459,1307.267212,1284.315308,29241450
2020-04-28,1325.782471,1330.765503,1272.888306,1305.804321,1282.877930,39226700
2020-04-29,1321.119385,1329.119751,1298.352417,1304.707031,1281.800049,18747336
2020-04-30,1329.394043,1366.881714,1314.856201,1340.411743,1316.877686,35672949
2020-05-04,1316.639160,1339.497437,1296.020874,1312.250366,1289.210815,26728434
2020-05-05,1329.165527,1352.298096,1323.222290,1335.520020,1312.072021,22451881
2020-05-06,1338.583130,1357.738403,1321.667969,1335.611572,1312.161865,20244547
2020-05-07,1330.354126,1383.979736,1321.210815,1377.853638,1353.662231,25013483
2020-05-08,1412.644043,1444.554199,1405.420776,1428.004883,1402.933105,42131385
2020-05-11,1444.645630,1476.647339,1437.605347,1441.719849,1416.407227,33542531
2020-05-12,1430.747803,1433.993774,1339.497437,1352.526611,1328.780029,50341601
2020-05-13,1409.420532,1409.420532,1342.041504,1381.222900,1356.972412,33215062
2020-05-14,1355.886475,1381.453613,1319.935669,1325.381348,1302.111450,24633385
2020-05-15,1332.811523,1353.763672,1306.136841,1347.025757,1323.375732,31076130
2020-05-18,1356.809570,1367.885498,1318.043579,1329.811768,1306.463989,31398044
2020-05-19,1344.810547,1349.148682,1295.199341,1300.414185,1277.582520,21157927
2020-05-20,1301.429565,1335.442139,1285.738525,1323.304688,1300.071167,27660492
2020-05-21,1324.504517,1348.917847,1315.274536,1330.273315,1306.917358,19583990
2020-05-22,1340.010986,1345.733521,1316.659058,1321.320190,1298.121460,18914486
2020-05-26,1336.641968,1338.072632,1307.244385,1314.397705,1291.320435,16608317
2020-05-27,1320.812500,1342.041504,1303.275513,1334.242188,1310.816650,17833978
2020-05-28,1342.964478,1365.808716,1337.426514,1358.886230,1335.027954,20063139
2020-05-29,1354.963501,1358.655518,1340.795532,1351.640747,1327.909546,20011263
2020-06-01,1366.039551,1419.896606,1362.301392,1403.282593,1378.644775,19971851
2020-06-02,1408.497559,1421.419556,1403.697876,1417.450562,1392.564209,11076980
2020-06-03,1426.034546,1439.879517,1415.281494,1422.942505,1397.959595,12690644
2020-06-04,1425.111450,1467.108032,1422.342529,1458.154907,1432.553711,17101175
2020-06-05,1472.184448,1493.413452,1452.524536,1459.908569,1434.276611,16538342
2020-06-08,1493.782715,1493.782715,1444.494507,1448.647949,1423.213745,15707476
2020-06-09,1440.156372,1461.108521,1414.958496,1418.788940,1393.878906,12928580
2020-06-10,1424.280762,1457.924194,1421.465698,1451.093994,1425.616821,11066323
2020-06-11,1445.417480,1447.217285,1413.112549,1419.296631,1394.377808,10192902
2020-06-12,1384.499512,1470.338501,1381.730469,1466.461914,1440.714966,19274449
2020-06-15,1444.494507,1501.674316,1440.894775,1490.229126,1464.064941,26553701
2020-06-16,1516.488525,1521.611084,1463.231323,1493.136597,1466.921143,25593501
2020-06-17,1484.414185,1509.519775,1478.737793,1490.967529,1464.790283,20891026
2020-06-18,1483.260498,1536.794434,1481.968262,1528.395142,1501.560791,20235778
2020-06-19,1541.409424,1651.061768,1534.025513,1623.925659,1595.414063,52902086
2020-06-22,1636.847656,1665.276001,1601.404419,1611.695923,1583.399048,30099352
2020-06-23,1615.249390,1627.940674,1583.959717,1588.390137,1560.502441,18981039
2020-06-24,1602.235107,1636.201538,1579.898560,1594.804932,1566.804565,25793110
2020-06-25,1594.020386,1614.326416,1581.144653,1585.621094,1557.782104,19839687
2020-06-26,1595.681885,1617.095459,1584.790405,1607.542358,1579.318237,15460956
2020-06-29,1594.989624,1605.788696,1583.452148,1590.466919,1562.542725,12810973
2020-06-30,1603.250488,1606.942383,1564.992065,1572.883789,1545.268311,15138210
2020-07-01,1587.559448,1614.326416,1576.529541,1603.804199,1575.645874,14232051
2020-07-02,1608.788452,1631.494263,1601.450562,1624.802490,1602.771362,14394766
2020-07-03,1642.754761,1654.938477,1631.863403,1650.231079,1627.855103,14717133
2020-07-06,1666.014404,1714.933350,1654.107666,1709.210815,1686.035156,23508092
2020-07-07,1716.779419,1720.794434,1667.214355,1683.043701,1660.222778,17594794
2020-07-08,1683.597534,1693.658203,1652.169434,1659.553467,1637.051025,13102047
2020-07-09,1669.706421,1693.704346,1648.708130,1683.782104,1660.951172,18209471
2020-07-10,1687.704956,1739.485229,1683.782104,1733.439575,1709.935303,21879983
2020-07-13,1756.791382,1797.726440,1753.699341,1786.004395,1761.787354,34804196
2020-07-14,1785.081421,1792.188477,1741.977295,1769.390381,1745.398804,33665564
2020-07-15,1788.727173,1826.431763,1659.553467,1702.011353,1678.933350,69834886
2020-07-16,1704.780396,1725.086426,1672.890747,1701.457642,1678.386963,30480862
2020-07-17,1702.934448,1772.159424,1696.473389,1764.498535,1740.573242,24863382
2020-07-20,1770.128784,1783.235352,1753.376343,1772.067017,1748.038940,18296469
2020-07-21,1789.696411,1824.770386,1787.388916,1819.739990,1795.065552,21086685
2020-07-22,1830.308350,1855.229370,1809.725464,1849.691406,1824.610840,29885728
2020-07-23,1849.645142,1919.562378,1838.015381,1899.348755,1873.594849,29166875
2020-07-24,1899.533325,1996.448242,1899.348755,1980.895752,1954.036255,60298686
2020-07-27,2011.031738,2029.491699,1964.051025,1990.171875,1963.186646,40152413
2020-07-28,1990.171875,2025.061279,1985.049194,2010.016357,1982.761963,27557211
2020-07-29,2010.201050,2014.723633,1911.024658,1935.207275,1908.967163,36331699
2020-07-30,1937.376343,1974.942383,1912.455322,1946.467896,1920.075073,36428722
2020-07-31,1951.682861,1965.066284,1894.733765,1907.932617,1882.062378,37479030
2020-08-03,1893.349243,1898.610352,1848.860596,1854.306396,1829.163208,23357691
2020-08-04,1865.013184,2000.140259,1846.230103,1985.003052,1958.087769,46020527
2020-08-05,2001.986328,2026.907227,1955.190186,1962.712646,1936.099609,37274996
2020-08-06,1990.910278,2000.786377,1945.498657,1969.773560,1943.064697,24661487
2020-08-07,1965.804688,1991.648682,1956.943970,1981.172607,1954.309204,16492208
2020-08-10,1992.848633,1998.294312,1945.775635,1956.620850,1930.090332,13479498
2020-08-11,1970.419678,1993.679321,1938.622314,1969.496704,1942.791626,23414153
2020-08-12,1957.682251,1979.834351,1944.575684,1963.774048,1937.146729,15132308
2020-08-13,1964.143311,1974.203979,1947.529297,1958.651489,1932.093506,12415161
2020-08-14,1959.112915,1990.910278,1928.377075,1951.036743,1924.582031,16612317
2020-08-17,1942.914307,1942.914307,1910.701660,1930.315430,1904.141724,15489533
2020-08-18,1924.454346,1969.958252,1922.008423,1955.421021,1928.906860,15273836
2020-08-19,1976.142334,1988.141357,1958.005371,1967.419922,1940.743164,17043771
2020-08-20,1956.759277,1960.359009,1927.223267,1935.576416,1909.331299,11268922
2020-08-21,1954.913330,1958.605347,1917.070313,1921.546875,1895.492188,12640447
2020-08-24,1930.361572,1942.452759,1911.070801,1934.376587,1908.147827,16358609
2020-08-25,1943.837280,1948.729248,1917.993286,1921.777588,1895.719604,9694004
2020-08-26,1924.454346,1982.557129,1889.380371,1972.727173,1945.978394,29935210
2020-08-27,1982.603271,1984.449341,1941.299072,1948.083130,1921.668457,14042531
2020-08-28,1956.759277,1968.666016,1944.068115,1953.205811,1926.721680,13583450
2020-08-31,2006.601318,2006.601318,1901.702393,1920.485474,1894.445068,31038066
2020-09-01,1938.299316,1958.974487,1903.594482,1926.531128,1900.408691,19308129
2020-09-02,1930.915283,1973.373291,1924.454346,1964.327881,1937.692871,13474719
2020-09-03,1964.143311,1974.065552,1941.068359,1949.467651,1923.034180,9293214
2020-09-04,1923.115967,1935.484131,1912.639893,1917.301025,1891.303833,14237972
2020-09-07,1923.531372,1943.606567,1886.842041,1922.285278,1896.220337,10963236
2020-09-08,1930.915283,1957.682251,1920.300781,1944.852661,1918.481812,13698541
2020-09-09,1924.454346,2000.878662,1921.177612,1994.925293,1967.875488,27655438
2020-09-10,2015.000610,2164.388184,2007.847290,2135.821289,2106.861084,70152202
2020-09-11,2133.975342,2157.834717,2110.992676,2141.128418,2112.096191,29735403
2020-09-14,2145.974365,2178.279297,2106.285156,2125.252930,2096.436035,22031722
2020-09-15,2133.929199,2146.666504,2111.961670,2140.297852,2111.277344,13589196
2020-09-16,2141.359131,2186.909180,2132.636963,2145.558838,2116.466309,16976147
2020-09-17,2141.359131,2154.004395,2115.376709,2121.745605,2092.976318,12914334
2020-09-18,2136.052002,2140.851563,2101.254883,2128.160400,2099.303955,16537457
2020-09-21,2122.899170,2156.127197,2074.303223,2082.148926,2053.916260,16813690
2020-09-22,2101.670166,2101.670166,2032.029907,2040.890747,2013.217529,17396127
2020-09-23,2085.979248,2101.439453,2035.491211,2059.027588,2031.108521,21494354
2020-09-24,2037.890991,2054.597168,2008.493408,2013.246948,1985.948730,14913159
2020-09-25,2020.446289,2042.413696,2000.417236,2032.168335,2004.613647,14187467
2020-09-28,2055.520264,2065.673340,2037.106445,2045.598022,2017.861084,9833424
2020-09-29,2053.674316,2089.671143,2045.598022,2072.180420,2044.083130,12921269
2020-09-30,2085.979248,2092.440186,2053.674316,2062.304443,2034.340820,12232579
2020-10-01,2089.486572,2089.486572,2043.521240,2053.905029,2026.055542,10391613
2020-10-05,2071.211182,2075.964600,2036.137329,2041.859863,2014.173828,9461399
2020-10-06,2053.905029,2061.888916,2032.122192,2040.152344,2012.489380,9206087
2020-10-07,2062.904297,2131.206299,2049.059326,2083.671875,2055.418701,26585432
2020-10-08,2085.056152,2093.363281,2050.997559,2066.826904,2038.802002,10538904
2020-10-09,2062.904297,2079.518311,2046.382568,2061.473633,2033.521606,9272749
2020-10-12,2062.904297,2082.056396,2054.828125,2064.796387,2036.799194,7113236
2020-10-13,2058.843018,2109.746582,2054.458740,2105.085449,2076.541992,11556006
2020-10-14,2103.424072,2126.591309,2093.824707,2111.361816,2082.732910,13371005
2020-10-15,2113.669189,2113.669189,2025.984253,2036.598755,2008.983887,10018098
2020-10-16,2044.444336,2060.596680,2005.355225,2008.262695,1981.031982,10791800
2020-10-19,2021.415405,2057.089355,1989.202759,2008.631836,1981.396240,15600192
2020-10-20,2011.216309,2024.138306,1986.526001,1989.895020,1962.913452,9241144
2020-10-21,2001.063354,2023.215332,1936.222534,1961.005127,1934.415161,17041160
2020-10-22,1963.589478,1968.296753,1929.992310,1944.714111,1918.345215,15401105
2020-10-23,1943.837280,1970.604248,1934.976563,1950.344482,1923.899292,11711062
2020-10-26,1940.099121,1940.099121,1863.074829,1872.858643,1847.463989,18662208
2020-10-27,1878.212036,1901.240845,1850.614380,1877.842896,1852.380615,18239448
2020-10-28,1884.580688,1899.256470,1852.829590,1856.567749,1831.393921,14962008
2020-10-29,1843.230347,1884.765381,1837.692383,1870.828003,1845.460815,15327652
2020-10-30,1876.919800,1906.086670,1866.120728,1896.302856,1870.590210,17010781
2020-11-02,1870.920288,1870.920288,1715.994873,1732.885742,1709.389038,49683447
2020-11-03,1744.469360,1762.006348,1693.796753,1707.918579,1684.760376,44345811
2020-11-04,1695.550415,1780.466431,1695.550415,1765.882935,1741.938843,40090058
2020-11-05,1804.418213,1809.956177,1783.235352,1804.464355,1779.997070,18602686
2020-11-06,1836.769409,1882.919312,1825.831787,1872.904785,1847.509644,33337043
2020-11-09,1903.317627,1909.686279,1879.227295,1892.795410,1867.130371,17919255
2020-11-10,1917.070313,1929.069336,1884.026978,1924.038940,1897.950317,18467121
2020-11-11,1928.146362,1933.684326,1825.785645,1843.414917,1818.419434,28362390
2020-11-12,1828.462402,1853.798706,1813.694336,1827.539307,1802.759155,20023263
2020-11-13,1829.385376,1879.827271,1829.154663,1842.676514,1817.691040,22694335
2020-11-14,1859.752075,1860.121216,1841.707397,1848.122192,1823.062866,2613110
2020-11-17,1924.454346,1924.454346,1832.154297,1839.769043,1814.823120,23271281
2020-11-18,1839.769043,1851.998901,1809.171631,1834.184937,1809.314697,15201145
2020-11-19,1834.184937,1855.644653,1816.647949,1821.216797,1796.522339,13898171
2020-11-20,1822.924316,1831.046753,1749.084351,1753.237915,1729.465210,28735624
2020-11-23,1800.772339,1818.309326,1777.928101,1800.495483,1776.082031,22663783
2020-11-24,1812.771362,1822.001343,1783.235352,1812.817505,1788.237061,15468134
2020-11-25,1827.539307,1839.492188,1792.650024,1797.818726,1773.441528,16318939
2020-11-26,1802.664551,1813.694336,1781.435547,1802.249146,1777.811890,12919318
2020-11-27,1791.080811,1805.479614,1773.451538,1781.204834,1757.052979,23668405
2020-12-01,1790.942383,1814.848145,1781.435547,1804.372070,1779.906006,9875343
2020-12-02,1807.694824,1810.925415,1786.004395,1807.371826,1782.865112,11094443
2020-12-03,1820.155396,1828.554688,1807.833374,1812.817505,1788.237061,13892686
2020-12-04,1817.386353,1817.386353,1790.619385,1796.849609,1772.485596,9232276
2020-12-07,1791.173218,1813.694336,1791.173218,1807.417969,1782.910645,9121094
2020-12-08,1810.140869,1859.152100,1799.849365,1840.230591,1815.278320,21701530
2020-12-09,1855.183228,1877.196777,1845.307129,1870.874146,1845.506348,14587627
2020-12-10,1865.936157,1872.304810,1846.922363,1852.460327,1827.342041,8032753
2020-12-11,1857.998291,1881.073364,1822.232056,1851.352783,1826.249756,13472101
2020-12-14,1853.337158,1859.844360,1833.400391,1837.969238,1813.047729,8656373
2020-12-15,1836.492432,1836.492432,1810.094604,1822.324463,1797.614868,9275632
2020-12-16,1834.923340,1841.338257,1814.340454,1824.354980,1799.617920,9280505
2020-12-17,1831.692871,1850.614380,1824.908813,1832.708130,1807.857910,10126179
2020-12-18,1827.631714,1850.522095,1813.694336,1838.199951,1813.275269,9233172
2020-12-21,1855.229370,1866.305298,1712.395142,1790.342529,1766.066650,22067770
2020-12-22,1798.926392,1808.064087,1743.038696,1787.573486,1763.335205,14070000
2020-12-23,1781.389404,1801.187744,1772.759277,1794.172974,1769.845215,9750705
2020-12-24,1797.080322,1844.891724,1796.065063,1840.599854,1815.642578,10388494
2020-12-28,1852.183472,1862.613403,1841.661255,1849.045288,1823.973389,8610749
2020-12-29,1854.306396,1857.352295,1829.892944,1836.815552,1811.909668,9305969
2020-12-30,1841.615112,1852.644897,1823.432007,1841.845825,1816.871704,11021815
2020-12-31,1839.999878,1856.983032,1826.247192,1832.431274,1807.584839,9390594
2021-01-01,1834.923340,1843.230347,1829.385376,1834.461914,1809.587891,5007587
2021-01-04,1841.476685,1844.984009,1816.463379,1837.553955,1812.638062,12256767
2021-01-05,1817.386353,1830.862183,1805.387329,1814.709717,1790.103516,12061545
